DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Never Married,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),190,1.6,6462
Never Married,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,6465
Never Married,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),190,0.8,6468
Unknown,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),3,N/A,6471
Unknown,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,6474
Unknown,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),3,N/A,6477
Total,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),717,5.1,6480
Total,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,6483
Total,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),718,2.6,6486
Married,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),285,2.2,6489
Married,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,6492
Married,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),286,1.1,6495
Married but Separated,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),7,N/A,6498
Married but Separated,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6501
Married but Separated,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),7,N/A,6504
Widowed,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),55,0.4,6507
Widowed,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,6510
Widowed,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),56,0.2,6513
Divorced,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),177,1.3,6516
Divorced,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6519
Divorced,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),177,0.7,6522
Never Married,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),296,2.7,6525
Never Married,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),2,N/A,6528
Never Married,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),298,1.4,6531
Unknown,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,6534
Unknown,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6537
Unknown,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,6540
Total,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),821,6.6,6543
Total,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),4,N/A,6546
Total,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),825,3.3,6549
Married,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),188,1.6,6552
Married,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6555
Married,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),188,0.8,6558
Married but Separated,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),6,N/A,6561
Married but Separated,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6564
Married but Separated,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),6,N/A,6567
Widowed,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),22,0.2,6570
Widowed,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6573
Widowed,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),22,0.1,6576
Divorced,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),114,1.0,6579
Divorced,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6582
Divorced,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),114,0.5,6585
Never Married,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),300,2.8,6588
Never Married,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6591
Never Married,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),300,1.4,6594
Unknown,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),7,N/A,6597
Unknown,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6600
Unknown,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),7,N/A,6603
Total,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,5.6,6606
Total,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6609
Total,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,2.8,6612
Married,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),51,0.5,6615
Married,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6618
Married,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),51,0.2,6621
Married but Separated,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),1,N/A,6624
Married but Separated,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6627
Married but Separated,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),1,N/A,6630
Widowed,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),8,N/A,6633
Widowed,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6636
Widowed,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),8,N/A,6639
Divorced,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),43,0.4,6642
Divorced,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6645
Divorced,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),43,0.2,6648
Never Married,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),583,5.4,6651
Never Married,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6654
Never Married,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),583,2.7,6657
Unknown,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),2,N/A,6660
Unknown,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6663
Unknown,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),2,N/A,6666
Total,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,6.4,6669
Total,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,6672
Total,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,3.2,6675
Married,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),22,0.2,6678
Married,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6681
Married,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),22,0.1,6684
Married but Separated,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),1,N/A,6687
Married but Separated,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6690
Married but Separated,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),1,N/A,6693
Widowed,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),8,N/A,6696
Widowed,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6699
Widowed,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),8,N/A,6702
Divorced,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),24,0.2,6705
Divorced,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6708
Divorced,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),24,0.1,6711
Never Married,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),73,0.7,6714
Never Married,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6717
Never Married,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),73,0.3,6720
Unknown,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),2,N/A,6723
Unknown,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6726
Unknown,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),2,N/A,6729
Total,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,1.1,6732
Total,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,6735
Total,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,0.5,6738
Married,2020 **,Legal intervention (Y35Y89.0),2,N/A,6741
Married,2021 **,Legal intervention (Y35Y89.0),0,N/A,6744
Married,Total,Legal intervention (Y35Y89.0),2,N/A,6747
Married but Separated,2020 **,Legal intervention (Y35Y89.0),0,N/A,6750
Married but Separated,2021 **,Legal intervention (Y35Y89.0),0,N/A,6753
Married but Separated,Total,Legal intervention (Y35Y89.0),0,N/A,6756
Widowed,2020 **,Legal intervention (Y35Y89.0),0,N/A,6759
Widowed,2021 **,Legal intervention (Y35Y89.0),0,N/A,6762
Widowed,Total,Legal intervention (Y35Y89.0),0,N/A,6765
Divorced,2020 **,Legal intervention (Y35Y89.0),0,N/A,6768
Divorced,2021 **,Legal intervention (Y35Y89.0),0,N/A,6771
Divorced,Total,Legal intervention (Y35Y89.0),0,N/A,6774
Never Married,2020 **,Legal intervention (Y35Y89.0),7,N/A,6777
Never Married,2021 **,Legal intervention (Y35Y89.0),0,N/A,6780
Never Married,Total,Legal intervention (Y35Y89.0),7,N/A,6783
Unknown,2020 **,Legal intervention (Y35Y89.0),0,N/A,6786
Unknown,2021 **,Legal intervention (Y35Y89.0),0,N/A,6789
Unknown,Total,Legal intervention (Y35Y89.0),0,N/A,6792
Total,2020 **,Legal intervention (Y35Y89.0),9,N/A,6795
Total,2021 **,Legal intervention (Y35Y89.0),0,N/A,6798
Total,Total,Legal intervention (Y35Y89.0),9,N/A,6801
Married,2020 **,Discharge of firearms undetermined intent (Y22-Y24),2,N/A,6804
Married,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6807
Married,Total,Discharge of firearms undetermined intent (Y22-Y24),2,N/A,6810
Married but Separated,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6813
Married but Separated,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6816
Married but Separated,Total,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6819
Widowed,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6822
Widowed,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6825
Widowed,Total,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6828
Divorced,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6831
Divorced,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6834
Divorced,Total,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6837
Never Married,2020 **,Discharge of firearms undetermined intent (Y22-Y24),9,N/A,6840
Never Married,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6843
Never Married,Total,Discharge of firearms undetermined intent (Y22-Y24),9,N/A,6846
Unknown,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6849
Unknown,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6852
Unknown,Total,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6855
Total,2020 **,Discharge of firearms undetermined intent (Y22-Y24),11,0.1,6858
Total,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6861
Total,Total,Discharge of firearms undetermined intent (Y22-Y24),11,0.0,6864
Married,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),10,0.1,6867
Married,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6870
Married,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),10,0.1,6873
Married but Separated,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),1,N/A,6876
Married but Separated,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6879
Married but Separated,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),1,N/A,6882
Widowed,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),2,N/A,6885
Widowed,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6888
Widowed,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),2,N/A,6891
Divorced,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),17,0.1,6894
Divorced,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6897
Divorced,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),17,0.1,6900
Never Married,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),32,0.3,6903
Never Married,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6906
Never Married,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),32,0.1,6909
Unknown,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),1,N/A,6912
Unknown,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6915
Unknown,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),1,N/A,6918
Total,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),63,0.5,6921
Total,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,6924
Total,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),63,0.3,6927
Married,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6930
Married,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6933
Married,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,6936
Married but Separated,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6939
Married but Separated,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6942
Married but Separated,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,6945
Widowed,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6948
Widowed,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6951
Widowed,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,6954
Divorced,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6957
Divorced,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6960
Divorced,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,6963
Never Married,2020 **,Operations of war and their sequelae (Y36Y89.1),1,N/A,6966
Never Married,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6969
Never Married,Total,Operations of war and their sequelae (Y36Y89.1),1,N/A,6972
Unknown,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6975
Unknown,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6978
Unknown,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,6981
Total,2020 **,Operations of war and their sequelae (Y36Y89.1),1,N/A,6984
Total,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,6987
Total,Total,Operations of war and their sequelae (Y36Y89.1),1,N/A,6990
Married,2020 **,Complications of medical and surgical care (Y40-Y84Y88),95,0.6,6993
Married,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,6996
Married,Total,Complications of medical and surgical care (Y40-Y84Y88),95,0.3,6999
Married but Separated,2020 **,Complications of medical and surgical care (Y40-Y84Y88),1,N/A,7002
Married but Separated,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7005
Married but Separated,Total,Complications of medical and surgical care (Y40-Y84Y88),1,N/A,7008
Widowed,2020 **,Complications of medical and surgical care (Y40-Y84Y88),50,0.3,7011
Widowed,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7014
Widowed,Total,Complications of medical and surgical care (Y40-Y84Y88),50,0.2,7017
Divorced,2020 **,Complications of medical and surgical care (Y40-Y84Y88),34,0.2,7020
Divorced,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7023
Divorced,Total,Complications of medical and surgical care (Y40-Y84Y88),34,0.1,7026
Never Married,2020 **,Complications of medical and surgical care (Y40-Y84Y88),41,0.3,7029
Never Married,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7032
Never Married,Total,Complications of medical and surgical care (Y40-Y84Y88),41,0.2,7035
Unknown,2020 **,Complications of medical and surgical care (Y40-Y84Y88),3,N/A,7038
Unknown,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7041
Unknown,Total,Complications of medical and surgical care (Y40-Y84Y88),3,N/A,7044
Total,2020 **,Complications of medical and surgical care (Y40-Y84Y88),224,1.5,7047
Total,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,7050
Total,Total,Complications of medical and surgical care (Y40-Y84Y88),224,0.8,7053
Married,2020 **,Total,46913,309.5,7056
Married,2021 **,Total,556,3.7,7059
Married,Total,Total,47469,156.6,7062
Married but Separated,2020 **,Total,561,4.1,7065
Married but Separated,2021 **,Total,1,N/A,7068
Married but Separated,Total,Total,562,2.1,7071
Widowed,2020 **,Total,45613,290.5,7074
Widowed,2021 **,Total,555,3.5,7077
Widowed,Total,Total,46168,147.0,7080
Divorced,2020 **,Total,24624,161.9,7083
Divorced,2021 **,Total,233,1.5,7086
Divorced,Total,Total,24857,81.7,7089
Never Married,2020 **,Total,19857,153.8,7092
Never Married,2021 **,Total,184,1.4,7095
Never Married,Total,Total,20041,77.6,7098
Unknown,2020 **,Total,610,4.0,7101
Unknown,2021 **,Total,3,N/A,7104
Unknown,Total,Total,613,2.0,7107
Total,2020 **,Total,138178,923.9,7110
