DeathEthnicityEthnicityDesc,DeathYearYear,DeathCOD358ICDCode358Desc,Deaths,DeathAgeAdjustedRate11,SORT
Non-Hispanic,2021 **,Other and unspecified transport accidents and their sequelae (V98-V99Y85),0,N/A,10596
Non-Hispanic,Total,Other and unspecified transport accidents and their sequelae (V98-V99Y85),19,0.1,10599
Unknown,2020 **,Other and unspecified transport accidents and their sequelae (V98-V99Y85),0,N/A,10602
Unknown,2021 **,Other and unspecified transport accidents and their sequelae (V98-V99Y85),0,N/A,10605
Unknown,Total,Other and unspecified transport accidents and their sequelae (V98-V99Y85),0,N/A,10608
Total,2020 **,Other and unspecified transport accidents and their sequelae (V98-V99Y85),19,0.2,10611
Total,2021 **,Other and unspecified transport accidents and their sequelae (V98-V99Y85),0,N/A,10614
Total,Total,Other and unspecified transport accidents and their sequelae (V98-V99Y85),19,0.1,10617
Hispanic,2020 **,Fall on same level (W00-W09W18),5,N/A,10620
Hispanic,2021 **,Fall on same level (W00-W09W18),0,N/A,10623
Hispanic,Total,Fall on same level (W00-W09W18),5,N/A,10626
Non-Hispanic,2020 **,Fall on same level (W00-W09W18),574,3.8,10629
Non-Hispanic,2021 **,Fall on same level (W00-W09W18),0,N/A,10632
Non-Hispanic,Total,Fall on same level (W00-W09W18),574,1.9,10635
Unknown,2020 **,Fall on same level (W00-W09W18),0,N/A,10638
Unknown,2021 **,Fall on same level (W00-W09W18),0,N/A,10641
Unknown,Total,Fall on same level (W00-W09W18),0,N/A,10644
Total,2020 **,Fall on same level (W00-W09W18),579,3.8,10647
Total,2021 **,Fall on same level (W00-W09W18),0,N/A,10650
Total,Total,Fall on same level (W00-W09W18),579,1.9,10653
Hispanic,2020 **,Fall from one level to another(W10-W17),6,N/A,10656
Hispanic,2021 **,Fall from one level to another(W10-W17),0,N/A,10659
Hispanic,Total,Fall from one level to another(W10-W17),6,N/A,10662
Non-Hispanic,2020 **,Fall from one level to another(W10-W17),229,1.5,10665
Non-Hispanic,2021 **,Fall from one level to another(W10-W17),0,N/A,10668
Non-Hispanic,Total,Fall from one level to another(W10-W17),229,0.8,10671
Unknown,2020 **,Fall from one level to another(W10-W17),0,N/A,10674
Unknown,2021 **,Fall from one level to another(W10-W17),0,N/A,10677
Unknown,Total,Fall from one level to another(W10-W17),0,N/A,10680
Total,2020 **,Fall from one level to another(W10-W17),235,1.6,10683
Total,2021 **,Fall from one level to another(W10-W17),0,N/A,10686
Total,Total,Fall from one level to another(W10-W17),235,0.8,10689
Hispanic,2020 **,Unspecified fall(W19),4,N/A,10692
Hispanic,2021 **,Unspecified fall(W19),0,N/A,10695
Hispanic,Total,Unspecified fall(W19),4,N/A,10698
Non-Hispanic,2020 **,Unspecified fall(W19),688,4.5,10701
Non-Hispanic,2021 **,Unspecified fall(W19),0,N/A,10704
Non-Hispanic,Total,Unspecified fall(W19),688,2.3,10707
Unknown,2020 **,Unspecified fall(W19),1,N/A,10710
Unknown,2021 **,Unspecified fall(W19),0,N/A,10713
Unknown,Total,Unspecified fall(W19),1,N/A,10716
Total,2020 **,Unspecified fall(W19),693,4.5,10719
Total,2021 **,Unspecified fall(W19),0,N/A,10722
Total,Total,Unspecified fall(W19),693,2.2,10725
Hispanic,2020 **,Accidental discharge of firearms(W32-W34),0,N/A,10728
Hispanic,2021 **,Accidental discharge of firearms(W32-W34),0,N/A,10731
Hispanic,Total,Accidental discharge of firearms(W32-W34),0,N/A,10734
Non-Hispanic,2020 **,Accidental discharge of firearms(W32-W34),13,0.1,10737
Non-Hispanic,2021 **,Accidental discharge of firearms(W32-W34),1,N/A,10740
Non-Hispanic,Total,Accidental discharge of firearms(W32-W34),14,0.1,10743
Unknown,2020 **,Accidental discharge of firearms(W32-W34),0,N/A,10746
Unknown,2021 **,Accidental discharge of firearms(W32-W34),0,N/A,10749
Unknown,Total,Accidental discharge of firearms(W32-W34),0,N/A,10752
Total,2020 **,Accidental discharge of firearms(W32-W34),13,0.1,10755
Total,2021 **,Accidental discharge of firearms(W32-W34),1,N/A,10758
Total,Total,Accidental discharge of firearms(W32-W34),14,0.1,10761
Hispanic,2020 **,Accidental explosion(W39-W40),0,N/A,10764
Hispanic,2021 **,Accidental explosion(W39-W40),0,N/A,10767
Hispanic,Total,Accidental explosion(W39-W40),0,N/A,10770
Non-Hispanic,2020 **,Accidental explosion(W39-W40),5,N/A,10773
Non-Hispanic,2021 **,Accidental explosion(W39-W40),0,N/A,10776
Non-Hispanic,Total,Accidental explosion(W39-W40),5,N/A,10779
Unknown,2020 **,Accidental explosion(W39-W40),0,N/A,10782
Unknown,2021 **,Accidental explosion(W39-W40),0,N/A,10785
Unknown,Total,Accidental explosion(W39-W40),0,N/A,10788
Total,2020 **,Accidental explosion(W39-W40),5,N/A,10791
Total,2021 **,Accidental explosion(W39-W40),0,N/A,10794
Total,Total,Accidental explosion(W39-W40),5,N/A,10797
Hispanic,2020 **,Accidental drowning and submersion (W65-W74),7,N/A,10800
Hispanic,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,10803
Hispanic,Total,Accidental drowning and submersion (W65-W74),7,N/A,10806
Non-Hispanic,2020 **,Accidental drowning and submersion (W65-W74),114,1.0,10809
Non-Hispanic,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,10812
Non-Hispanic,Total,Accidental drowning and submersion (W65-W74),114,0.5,10815
Unknown,2020 **,Accidental drowning and submersion (W65-W74),0,N/A,10818
Unknown,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,10821
Unknown,Total,Accidental drowning and submersion (W65-W74),0,N/A,10824
Total,2020 **,Accidental drowning and submersion (W65-W74),121,1.0,10827
Total,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,10830
Total,Total,Accidental drowning and submersion (W65-W74),121,0.5,10833
Hispanic,2020 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),1,N/A,10836
Hispanic,2021 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10839
Hispanic,Total,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),1,N/A,10842
Non-Hispanic,2020 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),161,1.1,10845
Non-Hispanic,2021 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10848
Non-Hispanic,Total,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),161,0.6,10851
Unknown,2020 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10854
Unknown,2021 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10857
Unknown,Total,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10860
Total,2020 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),162,1.1,10863
Total,2021 **,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),0,N/A,10866
Total,Total,Accidental inhalation and ingestion of food or other objects causing obstruction ofrespiratory tract (W78-W80),162,0.5,10869
Hispanic,2020 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),2,N/A,10872
Hispanic,2021 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10875
Hispanic,Total,Other accidental and unspecified threats to breathing(W75-W77W81-W84),2,N/A,10878
Non-Hispanic,2020 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),75,0.8,10881
Non-Hispanic,2021 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10884
Non-Hispanic,Total,Other accidental and unspecified threats to breathing(W75-W77W81-W84),75,0.4,10887
Unknown,2020 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10890
Unknown,2021 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10893
Unknown,Total,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10896
Total,2020 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),77,0.7,10899
Total,2021 **,Other accidental and unspecified threats to breathing(W75-W77W81-W84),0,N/A,10902
Total,Total,Other accidental and unspecified threats to breathing(W75-W77W81-W84),77,0.4,10905
Hispanic,2020 **,Accidental exposure to electric current(W85-W87),1,N/A,10908
Hispanic,2021 **,Accidental exposure to electric current(W85-W87),0,N/A,10911
Hispanic,Total,Accidental exposure to electric current(W85-W87),1,N/A,10914
Non-Hispanic,2020 **,Accidental exposure to electric current(W85-W87),5,N/A,10917
Non-Hispanic,2021 **,Accidental exposure to electric current(W85-W87),0,N/A,10920
Non-Hispanic,Total,Accidental exposure to electric current(W85-W87),5,N/A,10923
Unknown,2020 **,Accidental exposure to electric current(W85-W87),0,N/A,10926
Unknown,2021 **,Accidental exposure to electric current(W85-W87),0,N/A,10929
Unknown,Total,Accidental exposure to electric current(W85-W87),0,N/A,10932
Total,2020 **,Accidental exposure to electric current(W85-W87),6,N/A,10935
Total,2021 **,Accidental exposure to electric current(W85-W87),0,N/A,10938
Total,Total,Accidental exposure to electric current(W85-W87),6,N/A,10941
Hispanic,2020 **,Accidental exposure to smoke fire and flames(X00-X09),1,N/A,10944
Hispanic,2021 **,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10947
Hispanic,Total,Accidental exposure to smoke fire and flames(X00-X09),1,N/A,10950
Non-Hispanic,2020 **,Accidental exposure to smoke fire and flames(X00-X09),84,0.6,10953
Non-Hispanic,2021 **,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10956
Non-Hispanic,Total,Accidental exposure to smoke fire and flames(X00-X09),84,0.3,10959
Unknown,2020 **,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10962
Unknown,2021 **,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10965
Unknown,Total,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10968
Total,2020 **,Accidental exposure to smoke fire and flames(X00-X09),85,0.6,10971
Total,2021 **,Accidental exposure to smoke fire and flames(X00-X09),0,N/A,10974
Total,Total,Accidental exposure to smoke fire and flames(X00-X09),85,0.3,10977
Hispanic,2020 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,10980
Hispanic,2021 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,10983
Hispanic,Total,Accidental contact with heat and hot substances (X10-X19),0,N/A,10986
Non-Hispanic,2020 **,Accidental contact with heat and hot substances (X10-X19),3,N/A,10989
Non-Hispanic,2021 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,10992
Non-Hispanic,Total,Accidental contact with heat and hot substances (X10-X19),3,N/A,10995
Unknown,2020 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,10998
Unknown,2021 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,11001
Unknown,Total,Accidental contact with heat and hot substances (X10-X19),0,N/A,11004
Total,2020 **,Accidental contact with heat and hot substances (X10-X19),3,N/A,11007
Total,2021 **,Accidental contact with heat and hot substances (X10-X19),0,N/A,11010
Total,Total,Accidental contact with heat and hot substances (X10-X19),3,N/A,11013
Hispanic,2020 **,Lightning (X33),0,N/A,11016
Hispanic,2021 **,Lightning (X33),0,N/A,11019
Hispanic,Total,Lightning (X33),0,N/A,11022
Non-Hispanic,2020 **,Lightning (X33),0,N/A,11025
Non-Hispanic,2021 **,Lightning (X33),0,N/A,11028
Non-Hispanic,Total,Lightning (X33),0,N/A,11031
Unknown,2020 **,Lightning (X33),0,N/A,11034
Unknown,2021 **,Lightning (X33),0,N/A,11037
Unknown,Total,Lightning (X33),0,N/A,11040
Total,2020 **,Lightning (X33),0,N/A,11043
Total,2021 **,Lightning (X33),0,N/A,11046
Total,Total,Lightning (X33),0,N/A,11049
Hispanic,2020 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11052
Hispanic,2021 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11055
Hispanic,Total,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11058
Non-Hispanic,2020 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11061
Non-Hispanic,2021 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11064
Non-Hispanic,Total,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11067
Unknown,2020 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11070
Unknown,2021 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11073
Unknown,Total,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11076
Total,2020 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11079
Total,2021 **,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11082
Total,Total,Earthquake volcanic eruption avalanche landslide and other earth movements (X34-X36),0,N/A,11085
Hispanic,2020 **,Cataclysmic storm and flood(X37-X38),0,N/A,11088
Hispanic,2021 **,Cataclysmic storm and flood(X37-X38),0,N/A,11091
Hispanic,Total,Cataclysmic storm and flood(X37-X38),0,N/A,11094
Non-Hispanic,2020 **,Cataclysmic storm and flood(X37-X38),2,N/A,11097
Non-Hispanic,2021 **,Cataclysmic storm and flood(X37-X38),0,N/A,11100
Non-Hispanic,Total,Cataclysmic storm and flood(X37-X38),2,N/A,11103
Unknown,2020 **,Cataclysmic storm and flood(X37-X38),0,N/A,11106
Unknown,2021 **,Cataclysmic storm and flood(X37-X38),0,N/A,11109
Unknown,Total,Cataclysmic storm and flood(X37-X38),0,N/A,11112
Total,2020 **,Cataclysmic storm and flood(X37-X38),2,N/A,11115
Total,2021 **,Cataclysmic storm and flood(X37-X38),0,N/A,11118
Total,Total,Cataclysmic storm and flood(X37-X38),2,N/A,11121
Hispanic,2020 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),107,25.7,11124
Hispanic,2021 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),0,N/A,11127
Hispanic,Total,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),107,12.9,11130
Non-Hispanic,2020 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),3893,36.8,11133
Non-Hispanic,2021 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),0,N/A,11136
Non-Hispanic,Total,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),3893,18.4,11139
Unknown,2020 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),3,N/A,11142
Unknown,2021 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),0,N/A,11145
Unknown,Total,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),3,N/A,11148
Total,2020 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),4003,36.3,11151
Total,2021 **,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),0,N/A,11154
Total,Total,Accidental poisoning by and exposure to drugs and other biological substances(X40-X44),4003,18.1,11157
Hispanic,2020 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),6,N/A,11160
Hispanic,2021 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11163
Hispanic,Total,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),6,N/A,11166
Non-Hispanic,2020 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),60,0.5,11169
Non-Hispanic,2021 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11172
Non-Hispanic,Total,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),60,0.3,11175
Unknown,2020 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11178
Unknown,2021 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11181
Unknown,Total,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11184
Total,2020 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),66,0.6,11187
Total,2021 **,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),0,N/A,11190
Total,Total,Accidental poisoning by and exposure to other and unspecified solid or liquid substances (X45-X46X48-X49),66,0.3,11193
Hispanic,2020 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11196
Hispanic,2021 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11199
Hispanic,Total,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11202
Non-Hispanic,2020 **,Accidental poisoning by and exposure to other gases and vapors (X47),38,0.3,11205
Non-Hispanic,2021 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11208
Non-Hispanic,Total,Accidental poisoning by and exposure to other gases and vapors (X47),38,0.2,11211
Unknown,2020 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11214
Unknown,2021 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11217
Unknown,Total,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11220
Total,2020 **,Accidental poisoning by and exposure to other gases and vapors (X47),38,0.3,11223
Total,2021 **,Accidental poisoning by and exposure to other gases and vapors (X47),0,N/A,11226
Total,Total,Accidental poisoning by and exposure to other gases and vapors (X47),38,0.2,11229
