DeathEducationLevelEducationLevel,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),47,0.3,9216
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9219
ASSOCIATE DEGREE (E.G. AA AS),Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),47,0.2,9222
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),59,0.4,9225
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9228
BACHELORS DEGREE (E.G. BA AB BS),Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),59,0.2,9231
MASTERS DEGREE (E.G. MA MS..),2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),15,0.1,9234
MASTERS DEGREE (E.G. MA MS..),2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9237
MASTERS DEGREE (E.G. MA MS..),Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),15,0.0,9240
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),10,0.1,9243
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9246
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),10,0.0,9249
UNKNOWN,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),10,0.1,9252
UNKNOWN,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9255
UNKNOWN,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),10,0.0,9258
Total,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),717,5.1,9261
Total,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,9264
Total,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),718,2.6,9267
8TH GRADE OR LESS,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),21,0.2,9270
8TH GRADE OR LESS,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,9273
8TH GRADE OR LESS,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),21,0.1,9276
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),76,0.6,9279
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,9282
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),77,0.3,9285
HIGH SCHOOL GRADUATE OR GED,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),435,3.4,9288
HIGH SCHOOL GRADUATE OR GED,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,9291
HIGH SCHOOL GRADUATE OR GED,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),436,1.7,9294
COLLEGE BUT NO DEGREE,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),111,0.9,9297
COLLEGE BUT NO DEGREE,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,9300
COLLEGE BUT NO DEGREE,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),111,0.5,9303
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),49,0.4,9306
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,9309
ASSOCIATE DEGREE (E.G. AA AS),Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),49,0.2,9312
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),88,0.7,9315
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,9318
BACHELORS DEGREE (E.G. BA AB BS),Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),89,0.4,9321
MASTERS DEGREE (E.G. MA MS..),2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),28,0.2,9324
MASTERS DEGREE (E.G. MA MS..),2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,9327
MASTERS DEGREE (E.G. MA MS..),Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),28,0.1,9330
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),9,N/A,9333
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,9336
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),9,N/A,9339
UNKNOWN,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),4,N/A,9342
UNKNOWN,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1,N/A,9345
UNKNOWN,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),5,N/A,9348
Total,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),821,6.6,9351
Total,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),4,N/A,9354
Total,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),825,3.3,9357
8TH GRADE OR LESS,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),24,0.2,9360
8TH GRADE OR LESS,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9363
8TH GRADE OR LESS,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),24,0.1,9366
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),85,0.8,9369
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9372
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),85,0.4,9375
HIGH SCHOOL GRADUATE OR GED,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),294,2.6,9378
HIGH SCHOOL GRADUATE OR GED,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9381
HIGH SCHOOL GRADUATE OR GED,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),294,1.3,9384
COLLEGE BUT NO DEGREE,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),87,0.7,9387
COLLEGE BUT NO DEGREE,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9390
COLLEGE BUT NO DEGREE,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),87,0.4,9393
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),29,0.3,9396
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9399
ASSOCIATE DEGREE (E.G. AA AS),Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),29,0.1,9402
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),62,0.5,9405
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9408
BACHELORS DEGREE (E.G. BA AB BS),Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),62,0.3,9411
MASTERS DEGREE (E.G. MA MS..),2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),27,0.2,9414
MASTERS DEGREE (E.G. MA MS..),2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9417
MASTERS DEGREE (E.G. MA MS..),Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),27,0.1,9420
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),14,0.1,9423
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9426
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),14,0.1,9429
UNKNOWN,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),15,0.1,9432
UNKNOWN,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9435
UNKNOWN,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),15,0.1,9438
Total,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,5.6,9441
Total,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,9444
Total,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,2.8,9447
8TH GRADE OR LESS,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),33,0.3,9450
8TH GRADE OR LESS,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9453
8TH GRADE OR LESS,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),33,0.2,9456
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),177,1.6,9459
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9462
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),177,0.8,9465
HIGH SCHOOL GRADUATE OR GED,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),372,3.4,9468
HIGH SCHOOL GRADUATE OR GED,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9471
HIGH SCHOOL GRADUATE OR GED,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),372,1.7,9474
COLLEGE BUT NO DEGREE,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),57,0.5,9477
COLLEGE BUT NO DEGREE,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9480
COLLEGE BUT NO DEGREE,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),57,0.3,9483
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),23,0.2,9486
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9489
ASSOCIATE DEGREE (E.G. AA AS),Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),23,0.1,9492
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),11,0.1,9495
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9498
BACHELORS DEGREE (E.G. BA AB BS),Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),11,0.0,9501
MASTERS DEGREE (E.G. MA MS..),2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),5,N/A,9504
MASTERS DEGREE (E.G. MA MS..),2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9507
MASTERS DEGREE (E.G. MA MS..),Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),5,N/A,9510
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),2,N/A,9513
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9516
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),2,N/A,9519
UNKNOWN,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),8,N/A,9522
UNKNOWN,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9525
UNKNOWN,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),8,N/A,9528
Total,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,6.4,9531
Total,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,9534
Total,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,3.2,9537
8TH GRADE OR LESS,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),23,0.2,9540
8TH GRADE OR LESS,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9543
8TH GRADE OR LESS,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),23,0.1,9546
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),21,0.2,9549
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9552
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),21,0.1,9555
HIGH SCHOOL GRADUATE OR GED,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),58,0.5,9558
HIGH SCHOOL GRADUATE OR GED,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9561
HIGH SCHOOL GRADUATE OR GED,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),58,0.2,9564
COLLEGE BUT NO DEGREE,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),10,0.1,9567
COLLEGE BUT NO DEGREE,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9570
COLLEGE BUT NO DEGREE,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),10,0.0,9573
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),7,N/A,9576
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9579
ASSOCIATE DEGREE (E.G. AA AS),Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),7,N/A,9582
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),5,N/A,9585
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9588
BACHELORS DEGREE (E.G. BA AB BS),Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),5,N/A,9591
MASTERS DEGREE (E.G. MA MS..),2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9594
MASTERS DEGREE (E.G. MA MS..),2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9597
MASTERS DEGREE (E.G. MA MS..),Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9600
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9603
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9606
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9609
UNKNOWN,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),6,N/A,9612
UNKNOWN,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9615
UNKNOWN,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),6,N/A,9618
Total,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,1.1,9621
Total,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,9624
Total,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,0.5,9627
8TH GRADE OR LESS,2020 **,Legal intervention (Y35Y89.0),1,N/A,9630
8TH GRADE OR LESS,2021 **,Legal intervention (Y35Y89.0),0,N/A,9633
8TH GRADE OR LESS,Total,Legal intervention (Y35Y89.0),1,N/A,9636
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Legal intervention (Y35Y89.0),1,N/A,9639
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Legal intervention (Y35Y89.0),0,N/A,9642
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Legal intervention (Y35Y89.0),1,N/A,9645
HIGH SCHOOL GRADUATE OR GED,2020 **,Legal intervention (Y35Y89.0),4,N/A,9648
HIGH SCHOOL GRADUATE OR GED,2021 **,Legal intervention (Y35Y89.0),0,N/A,9651
HIGH SCHOOL GRADUATE OR GED,Total,Legal intervention (Y35Y89.0),4,N/A,9654
COLLEGE BUT NO DEGREE,2020 **,Legal intervention (Y35Y89.0),1,N/A,9657
COLLEGE BUT NO DEGREE,2021 **,Legal intervention (Y35Y89.0),0,N/A,9660
COLLEGE BUT NO DEGREE,Total,Legal intervention (Y35Y89.0),1,N/A,9663
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Legal intervention (Y35Y89.0),1,N/A,9666
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Legal intervention (Y35Y89.0),0,N/A,9669
ASSOCIATE DEGREE (E.G. AA AS),Total,Legal intervention (Y35Y89.0),1,N/A,9672
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Legal intervention (Y35Y89.0),1,N/A,9675
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Legal intervention (Y35Y89.0),0,N/A,9678
BACHELORS DEGREE (E.G. BA AB BS),Total,Legal intervention (Y35Y89.0),1,N/A,9681
MASTERS DEGREE (E.G. MA MS..),2020 **,Legal intervention (Y35Y89.0),0,N/A,9684
MASTERS DEGREE (E.G. MA MS..),2021 **,Legal intervention (Y35Y89.0),0,N/A,9687
MASTERS DEGREE (E.G. MA MS..),Total,Legal intervention (Y35Y89.0),0,N/A,9690
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Legal intervention (Y35Y89.0),0,N/A,9693
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Legal intervention (Y35Y89.0),0,N/A,9696
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Legal intervention (Y35Y89.0),0,N/A,9699
UNKNOWN,2020 **,Legal intervention (Y35Y89.0),0,N/A,9702
UNKNOWN,2021 **,Legal intervention (Y35Y89.0),0,N/A,9705
UNKNOWN,Total,Legal intervention (Y35Y89.0),0,N/A,9708
Total,2020 **,Legal intervention (Y35Y89.0),9,N/A,9711
Total,2021 **,Legal intervention (Y35Y89.0),0,N/A,9714
Total,Total,Legal intervention (Y35Y89.0),9,N/A,9717
8TH GRADE OR LESS,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,9720
